salario,idade,tempo_na_empresa,nota_media,qtd_beneficios,cargo,setor
20000.0,87.0,0.0,0.0,5,Administrador do Sistema,Administração
20000.0,19.0,0.0,0.0,6,Analista de RH,Tecnologia
20000.0,87.0,68.0,0.0,6,Analista de RH,Operações
1200.0,87.0,0.0,0.0,6,Analista de RH,Recursos Humanos
20000.0,19.0,0.0,10.0,6,Analista de RH,Administração
20000.0,87.0,0.0,0.0,6,Analista de RH,Tecnologia
1200.0,87.0,0.0,10.0,6,Analista de RH,Operações
1200.0,87.0,68.0,10.0,6,Analista de RH,Tecnologia
1200.0,19.0,68.0,10.0,6,Analista de RH,Recursos Humanos
1200.0,19.0,38.86950103544215,10.0,3,Funcionário,Administração
13614.420142278235,19.0,68.0,0.0,3,Funcionário,Administração
1200.0,87.0,0.0,0.0,3,Funcionário,Administração
20000.0,87.0,68.0,0.0,6,Analista de RH,Operações
1200.0,87.0,0.0,10.0,6,Analista de RH,Administração
1200.0,19.0,0.0,10.0,3,Funcionário,Operações
1200.0,19.0,68.0,0.0,6,Analista de RH,Tecnologia
1200.0,87.0,0.0,0.0,6,Analista de RH,Administração
20000.0,19.0,0.0,10.0,3,Funcionário,Operações
1200.0,87.0,0.0,10.0,3,Funcionário,Tecnologia
1200.0,87.0,68.0,10.0,3,Funcionário,Tecnologia
1200.0,87.0,0.0,10.0,6,Analista de RH,Administração
1200.0,19.0,68.0,10.0,3,Funcionário,Operações
20000.0,87.0,68.0,10.0,6,Analista de RH,Recursos Humanos
20000.0,87.0,68.0,0.0,3,Funcionário,Tecnologia
1200.0,87.0,0.0,0.0,3,Funcionário,Administração
20000.0,19.0,68.0,10.0,3,Funcionário,Tecnologia
1200.0,19.0,0.0,10.0,3,Funcionário,Operações
20000.0,19.0,68.0,0.0,3,Funcionário,Recursos Humanos
20000.0,19.0,68.0,10.0,6,Analista de RH,Administração
1200.0,87.0,0.0,0.0,6,Analista de RH,Tecnologia
20000.0,87.0,68.0,10.0,6,Analista de RH,Operações
20000.0,87.0,8.806393465536251,0.0,6,Analista de RH,Tecnologia
1200.0,19.0,0.0,10.0,6,Analista de RH,Administração
20000.0,19.0,0.0,10.0,6,Analista de RH,Operações
20000.0,19.0,68.0,0.0,6,Analista de RH,Operações
1200.0,19.0,68.0,0.0,6,Analista de RH,Administração
20000.0,19.0,68.0,10.0,6,Analista de RH,Operações
20000.0,19.0,0.0,0.0,6,Analista de RH,Administração
19432.643229738333,19.0,68.0,0.0,6,Analista de RH,Administração
12859.766079185027,87.0,68.0,10.0,6,Analista de RH,Tecnologia
20000.0,19.0,68.0,0.0,3,Funcionário,Recursos Humanos
20000.0,87.0,0.0,0.0,6,Analista de RH,Operações
20000.0,87.0,0.0,0.0,6,Analista de RH,Operações
1200.0,19.0,68.0,10.0,6,Analista de RH,Operações
1200.0,87.0,0.0,0.0,3,Funcionário,Operações
20000.0,87.0,0.0,0.0,6,Analista de RH,Tecnologia
20000.0,19.0,68.0,0.0,6,Analista de RH,Operações
1200.0,19.0,0.0,0.0,6,Analista de RH,Recursos Humanos
20000.0,87.0,0.0,0.0,3,Funcionário,Recursos Humanos
20000.0,19.0,0.0,0.0,3,Funcionário,Operações
20000.0,19.0,68.0,0.0,6,Analista de RH,Recursos Humanos
1200.0,19.0,68.0,0.0,3,Funcionário,Tecnologia
20000.0,87.0,0.0,10.0,6,Analista de RH,Tecnologia
1200.0,87.0,0.0,0.0,3,Funcionário,Operações
1200.0,87.0,68.0,0.0,3,Funcionário,Recursos Humanos
20000.0,87.0,0.0,10.0,6,Analista de RH,Tecnologia
20000.0,19.0,68.0,10.0,6,Analista de RH,Recursos Humanos
1200.0,87.0,68.0,10.0,6,Analista de RH,Tecnologia
20000.0,19.0,0.0,0.0,3,Funcionário,Operações
20000.0,19.0,2.544662078441606,0.0,6,Analista de RH,Administração
1200.0,87.0,0.0,0.0,3,Funcionário,Tecnologia
1200.0,19.0,68.0,0.0,3,Funcionário,Recursos Humanos
20000.0,87.0,0.0,0.0,3,Funcionário,Recursos Humanos
20000.0,87.0,68.0,10.0,3,Funcionário,Operações
1200.0,87.0,68.0,0.0,3,Funcionário,Recursos Humanos
20000.0,87.0,68.0,10.0,3,Funcionário,Administração
20000.0,87.0,68.0,0.0,6,Analista de RH,Tecnologia
20000.0,19.0,0.0,0.0,6,Gerente,Administração
20000.0,19.0,32.18534482002701,10.0,6,Gerente,Operações
1200.0,19.0,68.0,10.0,6,Gerente,Tecnologia
1200.0,19.0,0.0,0.0,6,Gerente,Recursos Humanos
1200.0,19.0,0.0,10.0,6,Analista de RH,Tecnologia
20000.0,87.0,0.0,0.0,3,Funcionário,Operações
20000.0,19.0,0.0,0.0,3,Funcionário,Tecnologia
20000.0,19.0,68.0,10.0,3,Funcionário,Recursos Humanos
1200.0,19.0,0.0,0.0,3,Funcionário,Recursos Humanos
20000.0,19.0,68.0,0.0,3,Funcionário,Operações
1200.0,87.0,68.0,0.0,3,Funcionário,Operações
1200.0,87.0,0.0,0.0,3,Funcionário,Operações
1200.0,87.0,68.0,0.0,6,Analista de RH,Administração
20000.0,87.0,0.0,0.0,3,Funcionário,Administração
1200.0,19.0,0.0,10.0,6,Analista de RH,Administração
20000.0,87.0,0.0,10.0,6,Analista de RH,Operações
20000.0,19.0,0.0,0.0,6,Analista de RH,Tecnologia
20000.0,19.0,0.0,0.0,6,Analista de RH,Tecnologia
1200.0,19.0,0.0,10.0,3,Funcionário,Tecnologia
20000.0,87.0,0.0,0.0,6,Analista de RH,Operações
20000.0,19.0,0.0,10.0,6,Analista de RH,Recursos Humanos
1200.0,19.0,68.0,10.0,6,Analista de RH,Administração
20000.0,44.42238072662212,0.0,0.0,3,Funcionário,Administração
20000.0,19.0,68.0,0.0,3,Funcionário,Recursos Humanos
1200.0,87.0,68.0,0.0,6,Analista de RH,Recursos Humanos
17698.3835333023,19.0,68.0,0.0,3,Funcionário,Operações
1200.0,19.0,68.0,0.0,6,Analista de RH,Recursos Humanos
1200.0,19.0,68.0,10.0,6,Analista de RH,Tecnologia
20000.0,87.0,68.0,0.0,3,Funcionário,Recursos Humanos
1200.0,19.0,68.0,10.0,3,Funcionário,Recursos Humanos
1200.0,19.0,68.0,10.0,6,Analista de RH,Administração
1200.0,19.0,0.0,0.0,6,Analista de RH,Administração
1200.0,87.0,68.0,0.0,6,Analista de RH,Tecnologia
1200.0,87.0,68.0,0.0,6,Analista de RH,Administração
20000.0,87.0,0.0,10.0,6,Analista de RH,Recursos Humanos
1200.0,19.0,42.771525680608605,0.0,3,Funcionário,Operações
1200.0,87.0,68.0,10.0,6,Analista de RH,Recursos Humanos
20000.0,87.0,68.0,10.0,6,Analista de RH,Tecnologia
20000.0,87.0,0.0,10.0,6,Analista de RH,Administração
1200.0,19.0,0.0,10.0,3,Funcionário,Tecnologia
